lead_id,source,industry,company_size,job_title_seniority,email_opens_30d,site_visits_30d,avg_pages_per_visit,demo_requested,budget_confirmed,days_to_first_response,converted
LEAD-01582,Content download,Retail,11-50,Director,1,4,0.2,0,0,0.3,1
LEAD-01583,Cold outbound,Education,1-10,Director,1,4,1.5,1,0,0.2,0
LEAD-01584,Website form,Education,11-50,Director,3,9,11.1,0,0,0.4,1
LEAD-01585,Referral,Retail,1-10,IC,2,4,1.7,0,0,1.1,0
LEAD-01586,Cold outbound,Manufacturing,1-10,IC,1,2,0.9,0,0,0.9,0
LEAD-01587,Cold outbound,Healthcare,1000+,Director,3,5,1.7,1,0,5.2,1
LEAD-01588,Cold outbound,Healthcare,11-50,IC,2,4,1.5,0,0,3.9,0
LEAD-01589,Cold outbound,Healthcare,1-10,IC,4,4,0.4,0,0,1.8,0
LEAD-01590,Cold outbound,Education,1-10,Director,2,3,1.7,0,1,0.9,0
LEAD-01591,Cold outbound,Finance,51-200,IC,0,6,2.8,0,0,0.8,0
LEAD-01592,Cold outbound,Retail,1-10,Director,4,5,1.6,0,0,3.6,0
LEAD-01593,Website form,Finance,1-10,Manager,2,3,3.3,0,0,1.5,0
LEAD-01594,Website form,Healthcare,201-1000,Director,0,8,1.3,0,1,0.2,0
LEAD-01595,Referral,SaaS,11-50,Director,0,5,4.5,0,0,4.3,0
LEAD-01596,Referral,Healthcare,11-50,VP/C-level,3,3,6.0,0,0,0.4,0
LEAD-01597,Cold outbound,SaaS,51-200,IC,4,2,0.7,0,1,1.1,0
LEAD-01598,Referral,Healthcare,1-10,Director,2,2,1.3,1,0,3.6,0
LEAD-01599,Content download,Finance,51-200,Director,2,4,3.4,0,0,1.9,0
LEAD-01600,Content download,SaaS,11-50,Manager,3,4,4.6,0,0,17.0,0
LEAD-01601,Cold outbound,Education,11-50,Manager,2,4,0.5,0,0,2.4,0
LEAD-01602,Cold outbound,Education,51-200,IC,2,3,2.3,0,0,0.3,0
LEAD-01603,Content download,Retail,201-1000,Director,1,5,3.6,0,0,0.7,0
LEAD-01604,Website form,Healthcare,11-50,VP/C-level,5,4,5.0,0,0,5.3,1
LEAD-01605,Website form,Manufacturing,1-10,IC,4,6,0.1,0,0,1.8,0
LEAD-01606,Webinar,Manufacturing,1-10,Director,4,5,3.0,0,0,0.0,0
LEAD-01607,Webinar,Education,51-200,Manager,1,3,1.4,0,0,2.8,0
LEAD-01608,Cold outbound,Manufacturing,11-50,Director,3,5,5.7,0,0,3.9,0
LEAD-01609,Webinar,Finance,201-1000,IC,6,4,1.3,0,0,0.6,0
LEAD-01610,Website form,Healthcare,1-10,Manager,6,5,2.2,0,0,5.2,0
LEAD-01611,Content download,Manufacturing,201-1000,Manager,3,5,2.5,0,1,2.7,1
LEAD-01612,Webinar,Healthcare,11-50,IC,2,3,3.7,1,0,4.7,0
LEAD-01613,Cold outbound,Education,1000+,IC,4,2,2.6,0,0,1.3,0
LEAD-01614,Webinar,Finance,1-10,IC,3,2,1.1,0,1,4.4,0
LEAD-01615,Cold outbound,Finance,1-10,Manager,5,1,2.0,0,1,3.5,0
LEAD-01616,Paid ad,Healthcare,51-200,Manager,1,5,3.3,0,0,1.2,0
LEAD-01617,Webinar,Healthcare,1-10,VP/C-level,4,3,2.3,1,0,3.7,0
LEAD-01618,Website form,Education,11-50,IC,5,6,4.9,0,0,3.1,0
LEAD-01619,Cold outbound,Manufacturing,11-50,Manager,5,11,2.1,0,0,4.5,0
LEAD-01620,Cold outbound,Retail,201-1000,Manager,4,8,1.9,0,0,0.4,1
LEAD-01621,Webinar,Retail,51-200,IC,4,5,2.2,1,0,0.0,1
LEAD-01622,Website form,Finance,51-200,Manager,1,6,1.2,0,0,1.0,0
LEAD-01623,Content download,Finance,1-10,Manager,3,2,2.2,0,0,1.2,0
LEAD-01624,Referral,Healthcare,201-1000,IC,2,3,1.8,0,0,5.3,0
LEAD-01625,Referral,Finance,1-10,Manager,2,4,1.9,0,0,2.8,0
LEAD-01626,Cold outbound,Finance,1-10,IC,1,7,1.0,0,0,0.9,0
LEAD-01627,Website form,Finance,201-1000,Manager,2,5,3.7,0,0,0.9,0
LEAD-01628,Referral,SaaS,11-50,Manager,5,3,4.0,0,0,0.5,0
LEAD-01629,Webinar,Finance,11-50,Manager,5,3,2.7,0,0,8.3,1
LEAD-01630,Cold outbound,Finance,1-10,IC,2,6,4.2,0,1,2.8,0
LEAD-01631,Website form,Education,201-1000,Manager,2,2,0.7,0,1,1.2,0
LEAD-01632,Referral,Retail,51-200,Director,5,3,9.5,0,0,12.3,0
LEAD-01633,Cold outbound,Healthcare,201-1000,Manager,5,3,2.5,0,0,1.3,1
LEAD-01634,Website form,Healthcare,201-1000,Manager,2,6,2.7,1,0,0.9,0
LEAD-01635,Content download,SaaS,11-50,IC,5,5,3.4,0,0,4.4,0
LEAD-01636,Webinar,Manufacturing,51-200,Manager,4,3,1.8,1,0,0.5,0
LEAD-01637,Webinar,Healthcare,1-10,Director,4,3,3.3,0,0,0.5,0
LEAD-01638,Webinar,Manufacturing,1000+,Manager,4,4,0.7,0,0,6.3,0
LEAD-01639,Content download,SaaS,51-200,Manager,3,4,1.6,0,0,3.3,1
LEAD-01640,Website form,Manufacturing,11-50,Manager,1,6,1.5,0,0,4.0,0
LEAD-01641,Website form,Education,1-10,Manager,1,4,3.8,0,0,0.2,0
LEAD-01642,Content download,Retail,1-10,Director,6,2,6.8,1,1,3.3,0
LEAD-01643,Webinar,Education,11-50,IC,3,5,4.7,1,1,6.9,0
LEAD-01644,Content download,Manufacturing,51-200,IC,1,3,1.8,0,0,3.6,0
LEAD-01645,Website form,Healthcare,11-50,IC,5,2,1.4,1,0,2.4,0
LEAD-01646,Cold outbound,Healthcare,1000+,Manager,8,2,1.9,0,0,22.2,0
LEAD-01647,Website form,Retail,1-10,Director,2,2,1.2,1,0,1.0,0
LEAD-01648,Cold outbound,Healthcare,1000+,VP/C-level,4,4,3.8,0,1,15.1,0
LEAD-01649,Webinar,Healthcare,11-50,IC,2,4,0.5,0,0,1.3,1
LEAD-01650,Website form,Healthcare,1-10,Manager,6,1,1.1,0,0,1.5,0
LEAD-01651,Website form,Retail,11-50,Director,0,2,2.8,0,0,0.4,0
LEAD-01652,Website form,Retail,1-10,Manager,3,2,1.5,0,0,2.5,0
LEAD-01653,Referral,Finance,1-10,IC,0,7,4.8,0,0,3.9,0
LEAD-01654,Webinar,SaaS,1-10,Director,3,5,6.1,0,0,0.1,0
LEAD-01655,Website form,SaaS,1-10,Manager,6,2,1.8,0,0,4.1,0
LEAD-01656,Cold outbound,Manufacturing,1-10,IC,4,6,0.7,0,0,0.9,0
LEAD-01657,Webinar,Finance,11-50,IC,2,1,3.1,0,0,0.5,0
LEAD-01658,Content download,Healthcare,11-50,IC,2,5,4.5,0,0,1.9,0
LEAD-01659,Content download,SaaS,1-10,Manager,4,3,4.9,1,1,1.3,0
LEAD-01660,Webinar,Manufacturing,51-200,Director,3,6,0.6,0,0,2.3,1
LEAD-01661,Content download,Finance,11-50,VP/C-level,5,4,5.5,0,0,8.4,0
LEAD-01662,Website form,Education,1-10,Manager,3,3,2.2,0,0,0.5,0
LEAD-01663,Content download,Finance,201-1000,Manager,3,8,1.9,1,0,2.4,0
LEAD-01664,Cold outbound,Finance,1-10,Director,1,6,3.4,0,0,0.1,0
LEAD-01665,Content download,Healthcare,11-50,Manager,4,5,1.0,0,0,0.2,1
LEAD-01666,Cold outbound,Education,51-200,IC,4,6,2.6,1,0,3.1,0
LEAD-01667,Cold outbound,Healthcare,1-10,Manager,3,6,3.4,1,1,7.6,0
LEAD-01668,Webinar,Finance,11-50,Director,1,4,0.8,0,0,0.3,0
LEAD-01669,Website form,Retail,1000+,IC,2,8,2.0,0,0,5.6,0
LEAD-01670,Webinar,Retail,1000+,Director,3,1,6.3,0,0,1.9,0
LEAD-01671,Website form,SaaS,1-10,Manager,4,2,1.8,0,0,1.4,0
LEAD-01672,Cold outbound,Finance,1-10,Manager,2,2,3.7,0,0,3.7,0
LEAD-01673,Cold outbound,Manufacturing,201-1000,Manager,7,5,8.4,0,0,3.1,0
LEAD-01674,Content download,Manufacturing,11-50,IC,5,8,1.7,0,0,2.9,0
LEAD-01675,Website form,Retail,11-50,Director,3,5,2.1,0,0,6.7,0
LEAD-01676,Referral,Finance,11-50,IC,2,3,3.7,0,0,5.0,0
LEAD-01677,Cold outbound,Retail,1-10,Manager,7,5,1.5,1,1,1.6,0
LEAD-01678,Referral,Finance,51-200,IC,6,6,3.6,0,0,1.7,0
LEAD-01679,Content download,Finance,51-200,VP/C-level,4,7,1.2,0,0,1.3,0
LEAD-01680,Website form,Healthcare,1-10,VP/C-level,2,4,3.1,0,0,1.1,0
LEAD-01681,Cold outbound,SaaS,51-200,IC,2,7,1.6,0,0,5.4,0
LEAD-01682,Referral,Manufacturing,1-10,Manager,5,6,1.5,1,0,6.2,0
LEAD-01683,Website form,Education,51-200,Director,2,6,3.8,0,0,2.1,0
LEAD-01684,Website form,Manufacturing,51-200,IC,1,5,2.1,1,0,0.1,1
LEAD-01685,Website form,Education,11-50,IC,3,6,5.5,1,0,3.0,1
LEAD-01686,Website form,Education,1-10,IC,2,5,5.0,0,0,0.3,0
LEAD-01687,Paid ad,Healthcare,11-50,Director,4,1,1.2,0,1,0.5,1
LEAD-01688,Webinar,Healthcare,1-10,IC,3,3,1.6,0,0,0.7,1
LEAD-01689,Paid ad,SaaS,51-200,IC,3,3,1.2,0,1,1.2,0
LEAD-01690,Cold outbound,Retail,201-1000,IC,0,7,0.9,0,1,3.0,0
LEAD-01691,Cold outbound,Education,51-200,VP/C-level,3,4,5.7,0,0,0.0,0
LEAD-01692,Webinar,SaaS,1-10,IC,4,4,2.4,0,0,0.8,0
LEAD-01693,Webinar,Finance,11-50,IC,4,6,4.4,0,0,0.5,0
LEAD-01694,Content download,Manufacturing,51-200,IC,2,3,1.5,0,1,1.4,1
LEAD-01695,Referral,Finance,1-10,Manager,3,5,5.7,0,0,0.4,0
LEAD-01696,Content download,Healthcare,1-10,Manager,2,0,2.9,0,0,9.6,0
LEAD-01697,Cold outbound,SaaS,51-200,IC,5,3,7.2,0,0,2.6,1
LEAD-01698,Webinar,Education,1-10,Director,2,8,1.9,1,0,3.0,1
LEAD-01699,Cold outbound,SaaS,1-10,Director,2,3,3.5,0,0,0.1,1
LEAD-01700,Cold outbound,Education,11-50,Manager,1,9,1.4,1,0,1.6,1
LEAD-01701,Website form,SaaS,1-10,IC,8,4,0.5,0,0,2.6,0
LEAD-01702,Cold outbound,Manufacturing,1-10,Manager,2,3,1.2,0,0,5.9,0
LEAD-01703,Content download,Finance,1-10,Manager,2,6,1.3,1,0,1.4,1
LEAD-01704,Paid ad,Education,11-50,Manager,3,2,1.7,1,1,3.3,1
LEAD-01705,Referral,Retail,1000+,Manager,2,4,3.8,0,0,2.3,0
LEAD-01706,Referral,Finance,11-50,Manager,2,1,8.3,0,0,0.2,0
LEAD-01707,Cold outbound,Retail,11-50,Director,2,2,3.8,1,0,4.8,0
LEAD-01708,Paid ad,SaaS,51-200,Director,1,6,3.1,0,0,3.1,0
LEAD-01709,Cold outbound,Manufacturing,51-200,Manager,1,4,2.8,0,0,0.1,0
LEAD-01710,Paid ad,Education,51-200,Manager,1,5,4.5,0,0,1.0,0
LEAD-01711,Content download,SaaS,1-10,IC,2,8,2.7,0,1,0.2,0
LEAD-01712,Paid ad,Manufacturing,11-50,Manager,3,7,0.5,0,0,0.1,0
LEAD-01713,Website form,Finance,1-10,Manager,2,5,3.4,0,0,4.6,0
LEAD-01714,Cold outbound,Retail,11-50,IC,3,3,3.3,0,0,0.7,0
LEAD-01715,Cold outbound,Finance,201-1000,IC,1,6,0.8,0,0,2.8,1
LEAD-01716,Webinar,Retail,51-200,Director,0,5,3.3,0,0,2.7,0
LEAD-01717,Website form,Manufacturing,1000+,Director,3,2,8.0,1,0,3.0,0
LEAD-01718,Cold outbound,Healthcare,201-1000,IC,4,5,5.2,0,0,2.3,0
LEAD-01719,Cold outbound,Healthcare,11-50,Manager,1,3,2.9,0,0,0.3,0
LEAD-01720,Cold outbound,Healthcare,11-50,Manager,4,3,0.6,0,0,1.3,0
LEAD-01721,Website form,Retail,11-50,VP/C-level,0,2,0.7,0,0,1.6,0
LEAD-01722,Cold outbound,Healthcare,1-10,Manager,4,5,1.5,0,0,3.5,0
LEAD-01723,Website form,Education,201-1000,Manager,3,7,7.2,0,1,0.5,1
LEAD-01724,Cold outbound,Manufacturing,51-200,Manager,6,2,6.0,0,0,0.0,1
LEAD-01725,Content download,Retail,1-10,IC,3,2,2.2,0,0,3.6,0
LEAD-01726,Webinar,Healthcare,51-200,Manager,3,1,8.7,0,1,4.5,0
LEAD-01727,Website form,Finance,1-10,Manager,3,5,7.6,1,0,4.8,0
LEAD-01728,Cold outbound,Healthcare,1-10,IC,1,4,0.2,0,0,0.8,0
LEAD-01729,Website form,Finance,51-200,Manager,5,3,2.7,0,1,4.3,0
LEAD-01730,Referral,Retail,201-1000,VP/C-level,3,3,1.6,0,0,6.6,0
LEAD-01731,Paid ad,Manufacturing,51-200,IC,1,6,1.3,1,0,0.2,0
LEAD-01732,Webinar,Education,1-10,IC,1,4,3.9,0,0,0.3,0
LEAD-01733,Content download,Healthcare,11-50,VP/C-level,1,0,0.6,1,1,0.0,0
LEAD-01734,Webinar,Manufacturing,51-200,IC,2,3,1.8,0,0,1.3,0
LEAD-01735,Referral,Finance,1-10,IC,5,5,1.5,0,1,3.5,0
LEAD-01736,Website form,Retail,11-50,Director,3,7,1.3,0,0,9.7,0
LEAD-01737,Cold outbound,SaaS,11-50,VP/C-level,2,5,0.9,0,0,1.2,0
LEAD-01738,Website form,Retail,11-50,IC,2,9,1.0,0,0,12.6,0
LEAD-01739,Cold outbound,Manufacturing,11-50,Manager,5,2,5.2,0,0,0.0,0
LEAD-01740,Referral,Manufacturing,1-10,IC,0,5,0.6,1,0,0.4,0
LEAD-01741,Content download,Retail,11-50,IC,7,3,1.8,0,0,0.6,0
LEAD-01742,Website form,Healthcare,11-50,IC,3,3,1.5,0,0,0.2,0
LEAD-01743,Website form,Finance,51-200,IC,3,7,1.5,1,1,4.1,0
LEAD-01744,Content download,Education,11-50,Manager,3,2,1.5,1,0,0.4,0
LEAD-01745,Cold outbound,Healthcare,11-50,Director,2,6,4.7,1,0,0.6,0
LEAD-01746,Webinar,Finance,1-10,Director,3,3,1.6,0,0,2.4,0
LEAD-01747,Cold outbound,Finance,11-50,Manager,1,3,4.2,0,0,0.7,0
LEAD-01748,Referral,Education,1-10,IC,3,2,3.8,0,0,3.7,0
LEAD-01749,Paid ad,Retail,11-50,IC,4,4,2.3,1,0,7.1,0
LEAD-01750,Cold outbound,Manufacturing,11-50,Director,2,3,2.0,1,0,2.1,1
LEAD-01751,Website form,Finance,51-200,VP/C-level,3,5,0.2,1,0,2.8,0
LEAD-01752,Website form,Retail,1000+,Manager,2,6,2.9,0,0,10.0,0
LEAD-01753,Cold outbound,SaaS,11-50,VP/C-level,6,6,3.2,0,0,0.3,0
LEAD-01754,Referral,Retail,1-10,VP/C-level,4,7,1.9,0,1,1.3,1
LEAD-01755,Webinar,Education,11-50,IC,3,3,1.9,0,0,8.6,0
LEAD-01756,Webinar,Manufacturing,1-10,Manager,4,4,6.2,0,1,8.1,0
LEAD-01757,Website form,SaaS,201-1000,Director,3,7,1.6,1,0,1.0,1
LEAD-01758,Website form,Retail,1-10,Manager,2,7,4.5,0,0,0.5,0
LEAD-01759,Website form,Education,11-50,IC,4,2,4.9,0,0,1.7,1
LEAD-01760,Content download,Retail,201-1000,Manager,3,7,2.5,1,0,0.6,0
LEAD-01761,Webinar,Education,11-50,Director,9,5,4.3,0,0,2.9,0
LEAD-01762,Paid ad,Education,1-10,Manager,5,4,0.9,0,0,2.5,0
LEAD-01763,Website form,Manufacturing,1-10,VP/C-level,0,5,1.3,0,0,0.7,0
LEAD-01764,Content download,Healthcare,11-50,IC,3,6,1.5,0,0,2.4,0
LEAD-01765,Webinar,Education,11-50,IC,1,2,2.3,0,0,2.6,0
LEAD-01766,Cold outbound,Manufacturing,11-50,Director,3,9,2.3,0,1,0.6,1
LEAD-01767,Webinar,Retail,51-200,Director,4,4,9.7,0,0,1.9,1
LEAD-01768,Paid ad,Retail,1-10,IC,2,5,3.1,1,1,1.2,1
LEAD-01769,Website form,Healthcare,11-50,Manager,4,3,6.2,0,0,7.3,0
LEAD-01770,Cold outbound,Education,1-10,IC,3,3,1.2,0,0,8.9,0
LEAD-01771,Website form,Finance,11-50,Director,1,6,1.3,0,0,4.4,0
LEAD-01772,Cold outbound,Education,201-1000,IC,3,3,2.0,0,0,5.3,0
LEAD-01773,Content download,SaaS,1000+,Manager,1,2,3.8,1,0,0.7,0
LEAD-01774,Website form,Education,51-200,IC,5,4,2.4,0,1,0.1,1
LEAD-01775,Paid ad,Healthcare,11-50,IC,2,4,2.8,0,0,5.7,0
LEAD-01776,Referral,Finance,1-10,IC,7,4,1.9,0,0,0.1,0
LEAD-01777,Website form,Education,11-50,Manager,0,4,1.5,0,0,12.5,0
LEAD-01778,Content download,Retail,51-200,IC,1,4,3.5,0,0,1.4,0
LEAD-01779,Webinar,Finance,11-50,IC,2,1,0.7,0,0,1.5,0
LEAD-01780,Cold outbound,Retail,11-50,IC,4,5,4.1,0,1,1.3,1
LEAD-01781,Website form,Retail,1-10,IC,1,2,5.6,0,0,1.4,0
LEAD-01782,Cold outbound,Retail,1-10,IC,4,4,2.7,0,1,3.5,0
LEAD-01783,Cold outbound,SaaS,1-10,IC,4,4,0.0,1,1,16.7,0
LEAD-01784,Website form,Healthcare,1-10,Director,5,4,0.9,0,0,0.3,0
LEAD-01785,Content download,Finance,201-1000,IC,4,2,4.2,0,0,2.3,0
LEAD-01786,Website form,SaaS,1-10,IC,5,3,1.5,1,0,6.2,0
LEAD-01787,Webinar,Retail,11-50,Manager,4,4,1.8,0,1,0.6,1
LEAD-01788,Cold outbound,Education,11-50,Manager,4,2,1.3,0,0,1.5,0
LEAD-01789,Cold outbound,SaaS,201-1000,VP/C-level,4,7,1.0,0,0,0.1,0
LEAD-01790,Cold outbound,Manufacturing,51-200,Manager,4,4,1.3,0,0,0.1,0
LEAD-01791,Website form,Healthcare,1-10,Director,4,6,2.5,1,0,8.5,0
LEAD-01792,Website form,Healthcare,201-1000,Manager,3,8,1.5,1,0,0.1,0
LEAD-01793,Website form,Education,51-200,Director,2,3,7.0,0,0,0.9,0
LEAD-01794,Content download,Retail,51-200,IC,2,3,0.9,0,0,4.9,0
LEAD-01795,Website form,Education,51-200,IC,2,4,1.9,0,0,11.3,0
LEAD-01796,Referral,Education,201-1000,IC,1,4,5.7,0,1,4.1,0
LEAD-01797,Content download,Education,201-1000,IC,4,7,1.4,0,0,2.6,0
LEAD-01798,Content download,Retail,51-200,IC,3,5,2.1,0,0,0.8,1
LEAD-01799,Webinar,Manufacturing,11-50,Manager,3,7,1.7,0,0,6.0,0
LEAD-01800,Referral,Education,51-200,Manager,1,6,2.3,0,0,7.2,1
LEAD-01801,Cold outbound,Manufacturing,201-1000,Director,3,3,1.1,0,0,10.2,0
LEAD-01802,Referral,Finance,1-10,Director,5,3,2.5,0,0,1.0,0
LEAD-01803,Content download,Education,201-1000,IC,1,5,1.9,0,1,3.4,0
LEAD-01804,Website form,Healthcare,51-200,Director,1,3,3.1,1,0,9.9,0
LEAD-01805,Cold outbound,Healthcare,11-50,IC,4,7,3.4,1,0,0.2,0
LEAD-01806,Webinar,Finance,11-50,Manager,8,3,5.6,0,0,3.8,0
LEAD-01807,Website form,SaaS,51-200,IC,3,4,7.6,0,0,1.4,0
LEAD-01808,Website form,Retail,1-10,VP/C-level,5,4,2.0,0,0,0.1,0
LEAD-01809,Cold outbound,Manufacturing,11-50,VP/C-level,1,5,1.6,0,0,0.3,1
LEAD-01810,Website form,Education,1-10,IC,3,3,2.1,1,0,0.8,1
LEAD-01811,Referral,Finance,11-50,IC,2,4,1.8,0,0,0.4,0
LEAD-01812,Cold outbound,Healthcare,51-200,IC,1,3,4.0,0,0,5.7,0
LEAD-01813,Cold outbound,Manufacturing,11-50,IC,0,3,1.2,0,0,0.3,0
LEAD-01814,Website form,Education,51-200,IC,7,6,1.1,0,0,0.2,1
LEAD-01815,Webinar,Healthcare,11-50,Manager,4,8,2.1,0,0,4.6,0
LEAD-01816,Cold outbound,SaaS,201-1000,IC,5,8,5.3,0,0,0.9,0
LEAD-01817,Website form,Finance,51-200,Director,9,7,0.9,0,0,5.6,1
LEAD-01818,Webinar,Retail,1-10,Manager,6,2,3.1,1,0,1.8,0
LEAD-01819,Webinar,Education,11-50,VP/C-level,5,5,1.4,0,0,2.7,0
LEAD-01820,Paid ad,Healthcare,1000+,IC,4,4,4.3,0,0,3.0,0
LEAD-01821,Website form,Manufacturing,11-50,IC,5,3,0.8,0,0,0.0,0
LEAD-01822,Website form,Healthcare,1-10,Director,3,5,1.3,0,0,2.6,0
LEAD-01823,Paid ad,Healthcare,1-10,Director,2,4,1.4,1,0,0.3,1
LEAD-01824,Cold outbound,Manufacturing,11-50,VP/C-level,3,3,3.0,0,0,1.8,0
LEAD-01825,Cold outbound,Finance,1000+,Manager,3,3,3.4,0,0,2.8,1
LEAD-01826,Content download,Retail,11-50,Director,2,4,1.4,0,0,3.3,0
LEAD-01827,Content download,SaaS,1-10,IC,2,6,1.9,0,0,1.1,0
LEAD-01828,Content download,Manufacturing,1-10,IC,4,3,5.8,1,0,4.8,0
LEAD-01829,Paid ad,SaaS,11-50,IC,2,4,3.3,1,0,11.2,1
LEAD-01830,Website form,Healthcare,1-10,Director,3,2,2.4,0,0,2.5,0
LEAD-01831,Website form,Manufacturing,1-10,IC,3,5,0.4,0,0,0.3,0
LEAD-01832,Webinar,Healthcare,51-200,Director,3,4,2.7,1,1,0.4,1
LEAD-01833,Website form,Finance,51-200,Manager,3,8,4.6,0,0,2.5,1
LEAD-01834,Webinar,Education,201-1000,VP/C-level,2,5,2.3,0,0,5.6,0
LEAD-01835,Website form,Healthcare,201-1000,IC,4,8,1.2,0,0,2.9,0
LEAD-01836,Website form,Retail,201-1000,Manager,5,7,4.1,0,0,5.2,0
LEAD-01837,Content download,Healthcare,11-50,IC,2,3,1.0,0,1,1.7,0
LEAD-01838,Referral,SaaS,11-50,VP/C-level,8,7,2.8,0,0,0.0,0
LEAD-01839,Content download,Manufacturing,11-50,Manager,1,6,1.1,0,0,3.7,0
LEAD-01840,Cold outbound,Healthcare,201-1000,IC,1,7,0.9,1,0,7.3,0
LEAD-01841,Content download,Education,51-200,Director,5,4,0.7,0,0,1.2,0
LEAD-01842,Website form,Manufacturing,51-200,VP/C-level,2,6,2.2,0,0,0.4,0
LEAD-01843,Content download,Retail,1-10,Manager,6,1,4.1,1,0,1.7,0
LEAD-01844,Website form,Finance,1-10,Manager,2,2,2.4,0,0,0.2,0
LEAD-01845,Website form,Healthcare,51-200,IC,4,5,2.1,0,1,3.1,1
LEAD-01846,Website form,Finance,51-200,IC,1,8,2.5,1,0,1.9,1
LEAD-01847,Cold outbound,SaaS,201-1000,Manager,0,5,3.7,0,0,2.0,0
LEAD-01848,Content download,Finance,1-10,Manager,4,5,0.6,1,1,2.6,0
LEAD-01849,Content download,Manufacturing,1-10,IC,2,5,0.8,0,0,1.7,0
LEAD-01850,Website form,Education,1-10,Manager,1,7,2.6,0,0,1.3,1
LEAD-01851,Referral,Retail,1-10,Manager,5,3,3.0,0,0,1.4,0
LEAD-01852,Website form,Finance,1-10,Manager,2,3,2.1,0,0,3.5,0
LEAD-01853,Paid ad,Retail,1000+,Manager,4,5,0.8,0,0,0.3,0
LEAD-01854,Cold outbound,SaaS,1-10,Director,2,4,2.0,1,0,1.2,0
LEAD-01855,Content download,Manufacturing,201-1000,Manager,3,2,4.4,0,1,2.2,0
LEAD-01856,Cold outbound,Healthcare,11-50,Manager,4,2,2.4,0,1,0.7,0
LEAD-01857,Website form,Healthcare,1-10,IC,4,4,6.8,0,0,0.1,0
LEAD-01858,Content download,Finance,1000+,VP/C-level,1,3,1.9,0,0,2.2,0
LEAD-01859,Webinar,Manufacturing,51-200,Director,2,6,1.1,0,0,5.3,0
LEAD-01860,Content download,SaaS,1-10,IC,4,4,4.0,0,0,3.1,0
LEAD-01861,Referral,Finance,11-50,IC,3,3,1.1,0,0,3.4,1
LEAD-01862,Content download,Manufacturing,11-50,Manager,3,3,2.0,0,1,4.5,0
LEAD-01863,Cold outbound,Education,11-50,IC,4,6,2.3,0,0,13.3,0
LEAD-01864,Paid ad,SaaS,11-50,VP/C-level,4,2,1.6,0,0,0.9,0
LEAD-01865,Paid ad,SaaS,11-50,VP/C-level,5,6,4.2,0,0,0.7,0
LEAD-01866,Website form,Education,11-50,IC,3,2,1.9,0,1,2.9,0
LEAD-01867,Cold outbound,SaaS,51-200,IC,2,4,4.1,0,0,2.6,0
LEAD-01868,Content download,Finance,1-10,VP/C-level,1,2,2.1,1,0,8.2,0
LEAD-01869,Paid ad,Healthcare,1000+,Manager,3,1,3.6,0,0,4.3,0
LEAD-01870,Website form,SaaS,201-1000,Director,1,2,0.6,0,0,0.9,0
LEAD-01871,Content download,Education,1-10,IC,5,7,1.0,1,1,8.4,1
LEAD-01872,Cold outbound,Finance,11-50,Manager,2,1,1.3,0,1,4.3,1
LEAD-01873,Paid ad,Healthcare,11-50,Manager,1,3,0.8,0,0,3.7,0
LEAD-01874,Paid ad,Education,11-50,IC,0,7,0.4,0,0,0.1,0
LEAD-01875,Cold outbound,SaaS,11-50,Director,2,1,1.4,0,0,0.8,1
LEAD-01876,Website form,Finance,1-10,IC,4,8,1.3,0,0,1.2,0
LEAD-01877,Paid ad,Healthcare,51-200,IC,3,2,7.0,0,1,1.0,1
LEAD-01878,Referral,Finance,1-10,Manager,5,6,0.7,0,1,7.3,0
LEAD-01879,Website form,SaaS,201-1000,IC,1,3,1.6,0,0,1.6,0
LEAD-01880,Cold outbound,Retail,51-200,IC,3,2,1.8,0,0,0.7,0
LEAD-01881,Paid ad,Manufacturing,11-50,Director,3,9,0.4,0,0,1.1,0
LEAD-01882,Webinar,Retail,51-200,IC,2,5,1.0,1,0,0.8,1
LEAD-01883,Webinar,Finance,11-50,VP/C-level,2,5,2.6,0,0,1.8,0
LEAD-01884,Website form,Education,201-1000,IC,1,9,4.3,0,1,0.5,0
LEAD-01885,Webinar,Education,1-10,Director,3,1,0.5,0,1,5.5,1
LEAD-01886,Referral,Manufacturing,1-10,Manager,4,5,2.2,0,0,2.0,0
LEAD-01887,Webinar,Healthcare,11-50,IC,2,7,3.5,0,0,3.3,1
LEAD-01888,Content download,SaaS,51-200,Manager,1,3,0.6,0,0,12.4,0
LEAD-01889,Website form,Finance,11-50,IC,3,7,1.7,0,0,6.6,0
LEAD-01890,Webinar,Finance,201-1000,IC,2,7,3.1,0,0,4.0,0
LEAD-01891,Webinar,Retail,1-10,IC,2,6,1.5,0,0,0.6,0
LEAD-01892,Cold outbound,Healthcare,11-50,Director,3,9,3.2,0,0,3.8,1
LEAD-01893,Cold outbound,Finance,201-1000,Director,2,0,2.9,0,0,25.4,0
LEAD-01894,Referral,Manufacturing,51-200,IC,3,1,5.0,0,0,0.7,0
LEAD-01895,Cold outbound,Retail,1-10,Director,2,4,1.3,1,0,0.6,0
LEAD-01896,Website form,Healthcare,51-200,Director,6,3,1.2,0,0,6.0,0
LEAD-01897,Referral,SaaS,1-10,Manager,4,6,1.7,1,0,1.3,1
LEAD-01898,Content download,Healthcare,1-10,Manager,4,3,0.6,0,1,2.0,0
LEAD-01899,Referral,Education,1-10,IC,0,6,0.5,0,0,1.3,0
